white_FMB,ganser_FMB_04,white_JAS,ganser_JAS_04,ganser_JAS_07,ganser_JAS_sphere,stokes_JAS,ganser_LW_04
0.020141704,0.019423733000000002,0.020019886571526733,0.014082662946073639,0.017455659040372867,0.019938322757717453,0.02012202645176194,0.014083157019026977
0.020374686,0.019640671000000002,0.02025302963782315,0.014243166804418365,0.017656461736829797,0.020170085957600586,0.02035805951934362,0.014243665763996247
0.020608973,0.019858658,0.02048748583102431,0.014404502896824746,0.01785834647992198,0.020403152185526355,0.020595468870626174,0.014405006752453474
0.020844558,0.020077692,0.020723254189695544,0.01456666960206928,0.018061311834977552,0.020637520631686657,0.02083425450560957,0.01456717836291191
0.021081449,0.020297764,0.020960333744690578,0.01472966529419244,0.01826535636190922,0.020873190482419608,0.021074416424293828,0.014730178969149006
0.021319643,0.02051888,0.02119872351916486,0.01489348834255788,0.01847047861525363,0.021110160920221183,0.021315954626678943,0.014894006940265613
0.021559132,0.020741031,0.02143842252858932,0.015058137111911563,0.018676677144210698,0.02134843112375704,0.021558869112764903,0.015058660640745162
0.02179992,0.020964211,0.021679429780764765,0.01522360996244089,0.018883950492683092,0.021588000267874354,0.02180315988255172,0.015224138430512778
0.022042008,0.021188421000000002,0.02192174427583668,0.015389905249833686,0.019092297199315662,0.02182886752361363,0.022048826936039396,0.015390438664994295
0.022285396000000002,0.021413662000000003,0.02216536500631053,0.01555702132533705,0.0193017157975349,0.02207103205822057,0.022295870273227932,0.015557559695175168
0.022530077000000003,0.021639923999999998,0.022409782552442345,0.015724956535816226,0.019512204815588418,0.022314493035158024,0.022544289894117314,0.0157254998676593
0.022776052,0.021867203999999998,0.022655999460365027,0.01589370922381329,0.019723762776584487,0.022559249614117847,0.022794085798707547,0.015894257524727798
0.023023328,0.022095505,0.022903519275725846,0.016063277727605813,0.019936388198531586,0.022805300951032993,0.023045257986998646,0.016063831004397632
0.023271896,0.022324821,0.023152340957344888,0.016233660381265308,0.02015007959437786,0.02305264619808935,0.023297806458990586,0.016234218640480105
0.023521753,0.022555143,0.023402463456473312,0.01640485551471572,0.020364835472050813,0.023301284503737942,0.023551731214683392,0.016405418762639384
0.023772908,0.022786476,0.023653885716811686,0.01657686145379169,0.020580654334496757,0.023551215012706857,0.023807032254077053,0.01657742969645075
0.024025347000000002,0.023018808999999998,0.02390663201153044,0.016749693842207748,0.020797556420784215,0.023802462052743653,0.024063735313724934,0.01675026708587017
0.024279086000000002,0.02325215,0.024160650724992128,0.016923316434632667,0.021015496847810556,0.024054974516711323,0.02432178905814868,0.016923894684307883
0.024534108,0.023486482000000003,0.024415965985545445,0.017097744786063837,0.021234495738806487,0.024308272114986727,0.024581219086273275,0.017098328047003102
0.024790418999999998,0.02372181,0.02467257670688173,0.01727297720655909,0.021454551577189188,0.024563352660040148,0.024842025398098707,0.01727356548375625
0.025048021,0.023958134,0.02493048179524088,0.017449012002376793,0.02167566284159273,0.02481972092684611,0.025104207993625016,0.01744960530056883
